g_song_id,g_artist_id,g_artist_name,g_full_song_title,g_song_title
58323,385,Atmosphere,"Minnesota Nice by Atmosphere (Ft. Felipe Cuauhtli, Mr. Gene Poole & Prof)",Minnesota Nice
58325,130,Drake,The Motto by Drake (Ft. Lil Wayne),The Motto
58326,396,Wale,Mass Appeal Freestyle by Wale,Mass Appeal Freestyle
58333,446,Miguel,Quickie Remix by Miguel (Ft. Big Sean),Quickie Remix
58340,130,Drake,Under Ground Kings by Drake,Under Ground Kings
58341,130,Drake,We'll Be Fine by Drake (Ft. Birdman),We'll Be Fine
58342,130,Drake,Cameras by Drake,Cameras
58343,130,Drake,HYFR by Drake (Ft. Lil Wayne),HYFR
58344,130,Drake,Take Care by Drake (Ft. Rihanna),Take Care
58345,130,Drake,Look What You've Done by Drake,Look What You've Done
58346,130,Drake,Practice by Drake,Practice
58349,28615,Bob Marley & the Wailers,Three Little Birds by Bob Marley & the Wailers,Three Little Birds
58354,885,Vybz Kartel,Summer Time by Vybz Kartel,Summer Time
58356,1401,Lecrae,BET Cypher by Lecrae,BET Cypher
58359,2,JAY-Z,2002 Funk Flex Freestyle by JAY-Z,2002 Funk Flex Freestyle
58361,11830,Kool Savas,"Feuer by Kool Savas (Ft. Amar, Caput, Ercandize & Moe Mitchell)",Feuer
58362,11830,Kool Savas,Holiday Hoe by Kool Savas (Ft. Franky Kubrick & Moe Mitchell),Holiday Hoe
58363,11830,Kool Savas,Krone by Kool Savas (Ft. Franky Kubrick & Moe Mitchell),Krone
58364,1073,Juicy J,Money Balls by Juicy J,Money Balls
58365,498,Beyoncé,Dance for You by Beyoncé,Dance for You
58366,498,Beyoncé,Lay Up Under Me by Beyoncé,Lay Up Under Me
58367,12417,A$AP Rocky,Get Lit by A$AP Rocky (Ft. Fat Tony),Get Lit
58369,2075,Dumbfoundead,Cool and Calm by Dumbfoundead,Cool and Calm
58372,1181,The-Dream,Right Side of My Brain by The-Dream,Right Side of My Brain
58374,12417,A$AP Rocky,Bass by A$AP Rocky,Bass
58375,1020,Jhené Aiko,Snapped by Jhené Aiko,Snapped
58380,272,Plies,Just the Tip by Plies (Ft. Jeremih & Ludacris),Just the Tip
58381,326,Trey Songz,French Kiss by Trey Songz,French Kiss
58382,12432,I Smell Panties,Lilo Fucks Stitch by I Smell Panties (Ft. Jasper Dolphin),Lilo Fucks Stitch
58383,455,Lil B,We Are The World by Lil B,We Are The World
58385,326,Trey Songz,Me 4 U Infidelity 2 by Trey Songz,Me 4 U Infidelity 2
58386,326,Trey Songz,A$$ - Mr. Nice Watch by Trey Songz,A$$ - Mr. Nice Watch
58387,12417,A$AP Rocky,Palace by A$AP Rocky,Palace
58388,68,Kid Cudi,Falling Star by Kid Cudi,Falling Star
58391,14574,Karmin,Crash Your Party by Karmin,Crash Your Party
58392,12417,A$AP Rocky,Roll One Up by A$AP Rocky,Roll One Up
58395,12417,A$AP Rocky,Acid Drip by A$AP Rocky,Acid Drip
58397,12417,A$AP Rocky,Houston Old Head by A$AP Rocky,Houston Old Head
58398,12417,A$AP Rocky,Kissin' Pink by A$AP Rocky (Ft. A$AP Ferg),Kissin' Pink
58399,685,"Tyler, The Creator","Auto Tuned by Tyler, The Creator (Ft. Hodgy)",Auto Tuned
58401,223,Common,Sweet by Common,Sweet
58407,1180,Mann,Text by Mann (Ft. Jason Derulo),Text
58410,1164,Professor Green,Astronaut by Professor Green (Ft. Emeli Sandé),Astronaut
58411,512,Jedi Mind Tricks,Carnival of Souls by Jedi Mind Tricks (Ft. Demoz),Carnival of Souls
58414,1319,Meek Mill,40 On My Hip by Meek Mill (Ft. NH & Nitty),40 On My Hip
58416,4,Lil Wayne,Fuck Today by Lil Wayne (Ft. Gudda Gudda),Fuck Today
58417,14435,Kollegah & Farid Bang,Gangbanger by Kollegah & Farid Bang,Gangbanger
58418,14435,Kollegah & Farid Bang,Schwarzgeld by Kollegah & Farid Bang,Schwarzgeld
58421,11830,Kool Savas,"Legt Euch Ins Zeug by Kool Savas (Ft. Amar, Kaas & Moe Mitchell)",Legt Euch Ins Zeug
58422,11830,Kool Savas,Letzeee Gooo (L.A.A.S.A.V.A.S.) by Kool Savas (Ft. Laas),Letzeee Gooo (L.A.A.S.A.V.A.S.)
58424,11830,Kool Savas,LOL by Kool Savas (Ft. Amar & Ercandize),LOL
58425,11830,Kool Savas,Nur Ein Skit by Kool Savas,Nur Ein Skit
58426,11830,Kool Savas,"Weils Nicht Anders Geht by Kool Savas (Ft. Caput, Franky Kubrick & Sizzlac)",Weils Nicht Anders Geht
58429,45,Eminem,"8 Mile: 313 Cypher (Chin Tiki Girls) by Eminem (Ft. Mekhi Phifer, Njeri Earth, Obie Trice & Omar Benson Miller)",8 Mile: 313 Cypher (Chin Tiki Girls)
58430,255,Lloyd Banks,We Fuckin by Lloyd Banks,We Fuckin
58432,244,The Roots,"The OtherSide by The Roots (Ft. Bilal, Black Thought & Greg Porn)",The OtherSide
58433,244,The Roots,Stomp by The Roots (Ft. Greg Porn),Stomp
58434,244,The Roots,One Time by The Roots (Ft. Dice Raw & Phonte),One Time
58435,244,The Roots,Kool On by The Roots (Ft. Greg Porn & Truck North),Kool On
58439,1631,Kid Ink,Standin There by Kid Ink (Ft. The Ranger$),Standin There
58441,357,Justin Bieber,Otis Freestyle by Justin Bieber,Otis Freestyle
58443,182,Yelawolf,"Hard White (Remix) by Yelawolf (Ft. Lil Jon, Slaughterhouse & T.I.)",Hard White (Remix)
58446,2075,Dumbfoundead,Run Home by Dumbfoundead,Run Home
58447,1246106,"JHawk, Tyler, The Creator, Hodgy","Summa Luv by JHawk, Tyler, The Creator, Hodgy (Ft. Hodgy & Tyler, The Creator)",Summa Luv
58453,357,Justin Bieber,Drummer Boy by Justin Bieber (Ft. Busta Rhymes),Drummer Boy
58455,2075,Dumbfoundead,Killers by Dumbfoundead,Killers
58457,326,Trey Songz,Don't Judge by Trey Songz,Don't Judge
58459,10889,Shanell,"So Good by Shanell (Ft. Drake, Lil Wayne & Mack Maine)",So Good
58462,326,Trey Songz,Girl on Girl by Trey Songz,Girl on Girl
58463,1393,Dizzee Rascal,Dance Wiv Me by Dizzee Rascal (Ft. Calvin Harris & Chrome),Dance Wiv Me
58464,2075,Dumbfoundead,Cell Phone by Dumbfoundead (Ft. Anderson .Paak & Wax),Cell Phone
58465,92,Nicki Minaj,Easy by Nicki Minaj,Easy
58467,5,Clipse,Never Will It Stop by Clipse (Ft. Ab-Liva),Never Will It Stop
58468,1525,Amy Winehouse,Like Smoke by Amy Winehouse (Ft. Nas),Like Smoke
58470,1752,Zion I,Don't Lose Your Head by Zion I (Ft. Too $hort),Don't Lose Your Head
58471,405,E-40,Bitch! (Remix) by E-40 (Ft. 50 Cent & Too $hort),Bitch! (Remix)
58472,326,Trey Songz,Jackin' For Beats by Trey Songz,Jackin' For Beats
58473,362,Alicia Keys,If I Aint Got You (Remix) by Alicia Keys (Ft. Usher),If I Aint Got You (Remix)
58474,1340,Estelle,"BET 2011 Cypher No. 5 by Estelle (Ft. Lecrae, Nitty Scott & Soprano)",BET 2011 Cypher No. 5
58475,643,Pusha-T,Changing of the Guards by Pusha-T (Ft. Puff Daddy),Changing of the Guards
58476,56,Nas,Film by Nas,Film
58478,2621,LMFAO,Yes by LMFAO,Yes
58479,12404,Action Bronson,Cocoa Butter by Action Bronson (Ft. Nina Sky),Cocoa Butter
58480,12452,Haftbefehl,Azzlacks sterben jung by Haftbefehl,Azzlacks sterben jung
58485,12452,Haftbefehl,Psst by Haftbefehl,Psst
58488,13711,Alonzo,Les temps modernes by Alonzo,Les temps modernes
58489,14598,Iggy Azalea,Pu$$y by Iggy Azalea,Pu$$y
58493,12417,A$AP Rocky,Keep It G by A$AP Rocky (Ft. Chace Infinite & SpaceGhostPurrp),Keep It G
58496,1073,Juicy J,Me by Juicy J,Me
58497,130,Drake,Crew Love by Drake (Ft. The Weeknd),Crew Love
58499,2,JAY-Z,"Bump, Bump, Bump (Freestyle) by JAY-Z","Bump, Bump, Bump (Freestyle)"
58502,244,The Roots,Lighthouse by The Roots (Ft. Dice Raw),Lighthouse
58503,244,The Roots,I Remember by The Roots,I Remember
58504,257,Waka Flocka Flame,Bill Russell by Waka Flocka Flame,Bill Russell
58507,69,J. Cole,Intro (The Warm Up) by J. Cole,Intro (The Warm Up)
58509,498,Beyoncé,I Care by Beyoncé,I Care
58513,181,Bob Dylan,Forever Young (Slow Version) by Bob Dylan,Forever Young (Slow Version)
58514,14325,2 Chainz,Got One by 2 Chainz,Got One
58515,14325,2 Chainz,Undastatement by 2 Chainz,Undastatement
58516,1073,Juicy J,A Zip And A Double Cup by Juicy J,A Zip And A Double Cup
58517,1073,Juicy J,So Damn Fucked Up by Juicy J,So Damn Fucked Up
58518,1073,Juicy J,Stoner's Night by Juicy J,Stoner's Night
58520,820,Mac Miller,Loitering by Mac Miller,Loitering
58522,1720,Watsky,Letter to My 16-Year-Old Self by Watsky,Letter to My 16-Year-Old Self
58532,12077,Kollegah,Bosshafte Weihnachten by Kollegah,Bosshafte Weihnachten
58537,12417,A$AP Rocky,Purple Swag: Chapter 2 by A$AP Rocky (Ft. A$AP Nast & SpaceGhostPurrp),Purple Swag: Chapter 2
58541,12077,Kollegah,Warnschüsse by Kollegah,Warnschüsse
58542,2197,Future,Unconditional Love by Future,Unconditional Love
58544,14520,Cecil Otter,Travis Bickles Once Over by Cecil Otter,Travis Bickles Once Over
58546,14610,YOUNGDOLLARZ,LAST MAN STANDING FT PAPERBOY by YOUNGDOLLARZ (Ft. Paperboy),LAST MAN STANDING FT PAPERBOY
58549,466,Apathy,Honkey Kong by Apathy (Ft. Vinnie Paz),Honkey Kong
58550,12417,A$AP Rocky,Demons by A$AP Rocky,Demons
58551,1261,Sexion d'Assaut,Désolé by Sexion d'Assaut,Désolé
58552,365,John Legend,This Time by John Legend,This Time
58553,326,Trey Songz,When We Make Love by Trey Songz,When We Make Love
58554,785,Gravediggaz,Constant Elevation by Gravediggaz,Constant Elevation
58556,1484688,Soulja Boy & Lil B,All I Know by Soulja Boy & Lil B (Ft. Waka Flocka Flame),All I Know
58558,2075,Dumbfoundead,Bitch by Dumbfoundead (Ft. Anderson .Paak),Bitch
58559,1282,Booba,Inédit by Booba,Inédit
58561,14616,CCMan,Flip's Story by CCMan (Ft. Flip),Flip's Story
58565,12417,A$AP Rocky,Grippin' Woodgrain by A$AP Rocky (Ft. Seth Narley),Grippin' Woodgrain
58566,130,Drake,The Motto (Remix) by Drake (Ft. Lil Wayne & Tyga),The Motto (Remix)
58571,1308,Hopsin,Slurpin by Hopsin,Slurpin
58572,1308,Hopsin,Break It Down [Gazing At The Moonlight] by Hopsin,Break It Down [Gazing At The Moonlight]
58579,731,Omen,Mama Told Me by Omen (Ft. J. Cole),Mama Told Me
58585,326,Trey Songz,Bomb (A.P.) by Trey Songz,Bomb (A.P.)
58591,1194,Soulja Boy,Country Boy by Soulja Boy,Country Boy
58593,161,Big Pun,"Wishful Thinking by Big Pun (Ft. B-Real, Fat Joe & Kool G Rap)",Wishful Thinking
58595,512,Jedi Mind Tricks,When Crows Descend Upon You by Jedi Mind Tricks (Ft. Demoz),When Crows Descend Upon You
58597,86,Birdman,Everything I Do by Birdman (Ft. Lil Wayne & Mack Maine),Everything I Do
58599,11275,Young Lay,"Got 2 Survive by Young Lay (Ft. 2Pac, Mac Mall & Ray Luv)",Got 2 Survive
58602,1745,Childish Gambino,Sunshine by Childish Gambino (Ft. Dean (Rapper)),Sunshine
58604,326,Trey Songz,Inside Pt. 2 by Trey Songz,Inside Pt. 2
58609,326,Trey Songz,Good Feelings by Trey Songz,Good Feelings
58610,731,Omen,The Look Of Lust by Omen (Ft. Kendrick Lamar & Shalonda),The Look Of Lust
58611,8400,The Isley Brothers,Contagious by The Isley Brothers (Ft. Chanté Moore & R. Kelly),Contagious
58612,506,Tech N9ne,You Owe Like Pookie by Tech N9ne (Ft. Jay Rock & Kutt Calhoun),You Owe Like Pookie
58613,14325,2 Chainz,Turn Up by 2 Chainz (Ft. Cap-1),Turn Up
58615,512,Jedi Mind Tricks,Chalice by Jedi Mind Tricks (Ft. Chip Fu),Chalice
58620,396,Wale,The Perfect Plan by Wale,The Perfect Plan
58621,67,Jeezy,Count It Up by Jeezy (Ft. 2 Chainz),Count It Up
58626,1583,French Montana,New York Minute by French Montana (Ft. Jadakiss),New York Minute
58627,1583,French Montana,"New York Minute (Re-mix) by French Montana (Ft. Jadakiss, Lil' Cease, Mic Geronimo & N.O.R.E.)",New York Minute (Re-mix)
58630,12925,Weezer,Hash Pipe by Weezer,Hash Pipe
58633,506,Tech N9ne,Slave by Tech N9ne (Ft. Krizz Kaliko & Kutt Calhoun),Slave
58634,130,Drake,Hate Sleeping Alone by Drake,Hate Sleeping Alone
58637,338,Busta Rhymes,"Uncut Cypher by Busta Rhymes (Ft. 2 Chainz, Ludacris & Reek Da Villian)",Uncut Cypher
58646,654,Mike Posner,Ambiguous by Mike Posner (Ft. Big Sean & Clinton Sparks),Ambiguous
58650,1432,Kano,Jenga by Kano (Ft. Vybz Kartel),Jenga
58651,7423,Sammie,Love Rapture by Sammie,Love Rapture
58661,130,Drake,Over My Dead Body by Drake,Over My Dead Body
58665,130,Drake,Good Ones Go (Interlude) by Drake,Good Ones Go (Interlude)
58670,13063,Nekfeu,Nique les clones by Nekfeu,Nique les clones
58680,512,Jedi Mind Tricks,Fuck Ya Life by Jedi Mind Tricks (Ft. Blacastan),Fuck Ya Life
58681,512,Jedi Mind Tricks,Imperial Tyranny by Jedi Mind Tricks (Ft. King Magnetic),Imperial Tyranny
58682,512,Jedi Mind Tricks,Design in Malice by Jedi Mind Tricks (Ft. Pacewon & Young Zee),Design in Malice
58685,14665,Tairrie B,Anything You Want by Tairrie B (Ft. Eazy-E),Anything You Want
58694,2075,Dumbfoundead,Son of a Gun by Dumbfoundead (Ft. Matik),Son of a Gun
58700,161,Big Pun,Make the Crowd Roar by Big Pun (Ft. Armageddon & Fat Joe),Make the Crowd Roar
58701,1282,Booba,Vaisseau mère by Booba,Vaisseau mère
58703,1282,Booba,Pigeons by Booba,Pigeons
58704,396,Wale,The Chicago Falcon Remix by Wale,The Chicago Falcon Remix
58705,20705,Waka Flocka Flame & Slim Dunkin,Banned from the Club by Waka Flocka Flame & Slim Dunkin (Ft. F1JO),Banned from the Club
58711,1818,Chevy Woods,Napkins by Chevy Woods (Ft. Wiz Khalifa),Napkins
58713,931,Boosie Badazz,My Brothers Keeper by Boosie Badazz,My Brothers Keeper
58714,20705,Waka Flocka Flame & Slim Dunkin,Baddest in the Room by Waka Flocka Flame & Slim Dunkin (Ft. Derez De'Shon),Baddest in the Room
58715,506,Tech N9ne,Sad Circus by Tech N9ne (Ft. Brotha Lynch Hung & Courtney Kuhnz),Sad Circus
58719,14688,Simon & Garfunkel,The Boxer by Simon & Garfunkel,The Boxer
58725,7423,Sammie,Put it on my tab by Sammie (Ft. Trey Songz),Put it on my tab
58731,1282,Booba,Criminelle league by Booba (Ft. Kaaris),Criminelle league
58732,103,Big L,New York by Big L (Ft. 2Pac & The Notorious B.I.G.),New York
58733,251,Mobb Deep,Street Lights by Mobb Deep (Ft. Dion Primo),Street Lights
58736,38,Juvenile,Power by Juvenile (Ft. Rick Ross),Power
58737,68,Kid Cudi,To Da Top by Kid Cudi,To Da Top
58752,1945,Lunatic,Avertisseurs by Lunatic,Avertisseurs
58753,11648,Canardo,J'suis trop haaan by Canardo (Ft. Leck),J'suis trop haaan
58754,2075,Dumbfoundead,No More Sunny Days by Dumbfoundead (Ft. Anderson .Paak),No More Sunny Days
58758,1282,Booba,A4 by Booba,A4
58759,2075,Dumbfoundead,Tour Up by Dumbfoundead (Ft. Wax),Tour Up
58761,455,Lil B,Hancho by Lil B,Hancho
58762,1183,Curren$y,Where Da Cash At by Curren$y (Ft. Lil Wayne & Remy Ma),Where Da Cash At
58764,455,Lil B,Reggie Miller by Lil B,Reggie Miller
58766,492,Big Sean,Getcha Some by Big Sean,Getcha Some
58770,785,Gravediggaz,1-800 Suicide (Poisonous Mix) by Gravediggaz (Ft. Blue Raspberry),1-800 Suicide (Poisonous Mix)
58771,1421,Kendrick Lamar,I Am (Interlude) by Kendrick Lamar,I Am (Interlude)
58773,1020,Jhené Aiko,In Love We Trust by Jhené Aiko (Ft. Casey Veggies),In Love We Trust
58775,14717,Romeo Santos,All Aboard by Romeo Santos (Ft. Lil Wayne),All Aboard
58776,498,Beyoncé,I Miss You by Beyoncé,I Miss You
58779,438,Chris Brown,Life Itself by Chris Brown (Ft. Kevin McCall),Life Itself
58782,1631,Kid Ink,Aw Yeah by Kid Ink,Aw Yeah
58787,14721,Rhett and Link,Epic Rap Battle by Rhett and Link,Epic Rap Battle
58793,12302,L'Algérino,Wesh Rhey by L'Algérino (Ft. Alonzo),Wesh Rhey
58795,14724,Niro,Fenwick by Niro,Fenwick
58799,475,Pac Div,Top Down by Pac Div (Ft. Casey Veggies & Skeme),Top Down
58800,1282,Booba,Gangster by Booba,Gangster
58802,282,Mario,Crying Out For Me (Remix) by Mario (Ft. Lil Wayne),Crying Out For Me (Remix)
58803,251,Mobb Deep,Conquer by Mobb Deep,Conquer
58804,820,Mac Miller,One of a Kind by Mac Miller,One of a Kind
58805,326,Trey Songz,Don't Love Me by Trey Songz (Ft. Lil Wayne),Don't Love Me
58807,92,Nicki Minaj,Encore '07 by Nicki Minaj,Encore '07
58810,643,Pusha-T,So Obvious by Pusha-T,So Obvious
58811,2032,Die Antwoord,Fok Julle Naaiers by Die Antwoord,Fok Julle Naaiers
58813,1177,Taylor Swift,Better Than Revenge by Taylor Swift,Better Than Revenge
58814,12417,A$AP Rocky,Leaf (Take 1) by A$AP Rocky (Ft. Main Attrakionz),Leaf (Take 1)
58815,182,Yelawolf,Brown Sugar by Yelawolf,Brown Sugar
58816,1745,Childish Gambino,5 Fingers of Death (Freestyle) by Childish Gambino (Ft. Sway In The Morning),5 Fingers of Death (Freestyle)
58818,11395,G-Eazy,The Coolest Job by G-Eazy,The Coolest Job
58826,255,Lloyd Banks,Score by Lloyd Banks,Score
58832,1745,Childish Gambino,Easy (Intro) by Childish Gambino,Easy (Intro)
58833,1745,Childish Gambino,Fire by Childish Gambino,Fire
58834,1745,Childish Gambino,Tru Dudes by Childish Gambino (Ft. MC Chris),Tru Dudes
58835,2197,Future,Ball Forever by Future,Ball Forever
58837,103,Big L,Unexpected Flava by Big L,Unexpected Flava
58839,13220,Einstein,Motivated by Einstein (Ft. T-Pain),Motivated
58841,11830,Kool Savas,Intro/Der Letzte meiner Gattung by Kool Savas,Intro/Der Letzte meiner Gattung
58842,11830,Kool Savas,Und dann kam Essah by Kool Savas,Und dann kam Essah
58844,85,T.I.,Porn Star by T.I.,Porn Star
58846,14733,Sizzle,Headlines (Remix) by Sizzle,Headlines (Remix)
58847,46,Snoop Dogg,"Smokin' Smokin' Weed by Snoop Dogg (Ft. Ray J, Shorty Mack & Slim Thug)",Smokin' Smokin' Weed
58849,11830,Kool Savas,Nie Mehr Gehn by Kool Savas,Nie Mehr Gehn
58850,506,Tech N9ne,F.A.N.S. by Tech N9ne,F.A.N.S.
58853,103,Big L,Blackout Rap Show Freestyle by Big L (Ft. O.C.),Blackout Rap Show Freestyle
58855,11830,Kool Savas,Nichts Bleibt Mehr by Kool Savas (Ft. Scala Chor),Nichts Bleibt Mehr
58856,1040885,Ugly Tony,Untouchables by Ugly Tony (Ft. Copywrite & Rhyme Asylum),Untouchables
58857,11830,Kool Savas,Die Stimme by Kool Savas,Die Stimme
58859,103,Big L,Let Me Find Out by Big L,Let Me Find Out
58860,103,Big L,Sandman 118 Freestyle by Big L,Sandman 118 Freestyle
58861,11830,Kool Savas,Stampf by Kool Savas,Stampf
58866,11830,Kool Savas,King of Rap / Ein Wunder by Kool Savas,King of Rap / Ein Wunder
58868,512,Jedi Mind Tricks,Weapon Of Unholy Wrath by Jedi Mind Tricks,Weapon Of Unholy Wrath
58869,4,Lil Wayne,Different Girls by Lil Wayne (Ft. Nu Jersey Devil),Different Girls
58870,11830,Kool Savas,Echo by Kool Savas (Ft. Olli Banjo),Echo
58873,10662,Metallica,Fight Fire with Fire by Metallica,Fight Fire with Fire
58874,13663,Jason Mraz,I'm Yours by Jason Mraz,I'm Yours
58877,10662,Metallica,For Whom the Bell Tolls by Metallica,For Whom the Bell Tolls
58878,10662,Metallica,Fade to Black by Metallica,Fade to Black
58880,11830,Kool Savas,LMS 2012 by Kool Savas (Ft. Xavier Naidoo),LMS 2012
58885,853,B.o.B,Fuck You by B.o.B (Ft. Boosie Badazz & DG Yola),Fuck You
58891,10662,Metallica,Trapped Under Ice by Metallica,Trapped Under Ice
58892,10662,Metallica,Escape by Metallica,Escape
58893,10662,Metallica,Creeping Death by Metallica,Creeping Death
58895,10662,Metallica,Battery by Metallica,Battery
58896,10662,Metallica,Master of Puppets by Metallica,Master of Puppets
58899,1308,Hopsin,I Make the World Spin by Hopsin,I Make the World Spin
58900,1319,Meek Mill,"Ima Boss (Remix) by Meek Mill (Ft. Birdman, DJ Khaled, Lil Wayne, Rick Ross, Swizz Beatz & T.I.)",Ima Boss (Remix)
58902,446,Miguel,Vixen by Miguel,Vixen
58903,512,Jedi Mind Tricks,Willing A Destruction Onto Humanity by Jedi Mind Tricks,Willing A Destruction Onto Humanity
58904,512,Jedi Mind Tricks,Bloodborn Enemy by Jedi Mind Tricks,Bloodborn Enemy
58905,512,Jedi Mind Tricks,The Sacrilege Of Fatal Arms by Jedi Mind Tricks,The Sacrilege Of Fatal Arms
58906,10662,Metallica,The Thing That Should Not Be by Metallica,The Thing That Should Not Be
58907,512,Jedi Mind Tricks,Street Lights by Jedi Mind Tricks,Street Lights
58910,266,Everlast,I Get By by Everlast,I Get By
58911,14325,2 Chainz,K.O. by 2 Chainz (Ft. Big Sean),K.O.
58914,182,Yelawolf,Throw It Up by Yelawolf (Ft. Eminem & Gangsta Boo),Throw It Up
58915,103,Big L,Exclusive 2003 Shit by Big L (Ft. DJ Ron G),Exclusive 2003 Shit
58916,103,Big L,'97 DJ Clue Freestyle by Big L (Ft. McGruff),'97 DJ Clue Freestyle
58917,103,Big L,560 Tape Freestyle by Big L (Ft. McGruff),560 Tape Freestyle
58921,103,Big L,'93 Stretch & Bobbito Freestyle by Big L,'93 Stretch & Bobbito Freestyle
58922,7417,Trill Ent,"Adios by Trill Ent (Ft. Bighead, Boosie Badazz, Foxx & Webbie)",Adios
58924,103,Big L,'93 Freestyle by Big L,'93 Freestyle
58927,103,Big L,'97 Live In London Freestyle by Big L,'97 Live In London Freestyle
58928,103,Big L,'92 Rock N. Wills Audition by Big L (Ft. Lord Finesse),'92 Rock N. Wills Audition
58929,12297,Arctic Monkeys,Dancing Shoes by Arctic Monkeys,Dancing Shoes
58930,103,Big L,"Wake Up Show Freestyle by Big L (Ft. AZ, Chino XL & Doug E. Fresh)",Wake Up Show Freestyle
58933,14770,John West,Already There by John West (Ft. Big Sean),Already There
58943,103,Big L,Dj Chill Will Freestyle by Big L (Ft. C-Town),Dj Chill Will Freestyle
58946,103,Big L,Give It To 'Em L (Original Mix) by Big L,Give It To 'Em L (Original Mix)
58947,103,Big L,"No Endz, No Skinz (Original Mix) by Big L","No Endz, No Skinz (Original Mix)"
58955,14777,Elite,World Premiere by Elite (Ft. J. Cole),World Premiere
58956,85,T.I.,A Better Day by T.I.,A Better Day
58958,362,Alicia Keys,Karma by Alicia Keys,Karma
58965,4,Lil Wayne,Fuck A Nigga Thoughts by Lil Wayne (Ft. Kid-Kid),Fuck A Nigga Thoughts
58968,13,Gucci Mane,Atlanta Zoo by Gucci Mane (Ft. Ludacris),Atlanta Zoo
58969,1073,Juicy J,Niggaz Violate by Juicy J,Niggaz Violate
58972,1073,Juicy J,Rattin Azz by Juicy J,Rattin Azz
58973,42,The Game,360 Bars by The Game,360 Bars
58975,12497,Kixxie Siete,Here We Go Yall Cypher - Young Kixx by Kixxie Siete,Here We Go Yall Cypher - Young Kixx
58981,103,Big L,Principal Of The New School by Big L,Principal Of The New School
58982,103,Big L,You Know What I'm About by Big L (Ft. Lord Finesse),You Know What I'm About
58983,103,Big L,"8 Iz Enuff (Demo Version) by Big L (Ft. Big Twan, Buddah Bless, Killa Kam, McGruff, Mike Boogie, Terra & Trooper J)",8 Iz Enuff (Demo Version)
58984,103,Big L,I Don't Understand It (Demo Version) by Big L,I Don't Understand It (Demo Version)
58988,500,Bruno Mars,Grenade by Bruno Mars,Grenade
58990,89,Rihanna,Talk That Talk by Rihanna (Ft. JAY-Z),Talk That Talk
59000,244,The Roots,Tip The Scale by The Roots (Ft. Dice Raw),Tip The Scale
59001,1159,Traphik,Here We Go Yall Cypher - Traphik by Traphik,Here We Go Yall Cypher - Traphik
59003,747,N.E.R.D,Lazer Gun by N.E.R.D,Lazer Gun
59004,2075,Dumbfoundead,Here We Go Yall Cypher - Dumbfoundead by Dumbfoundead,Here We Go Yall Cypher - Dumbfoundead
59006,85,T.I.,Strip by T.I. (Ft. Trey Songz & Young Dro),Strip
59008,89,Rihanna,You da One by Rihanna,You da One
59009,1421,Kendrick Lamar,Heaven and Hell by Kendrick Lamar (Ft. Alori Joh),Heaven and Hell
59010,1148,Will Smith,Nice Clean Rap (Family Guy) by Will Smith (Ft. John Veiner),Nice Clean Rap (Family Guy)
59011,2046,DJ Kay Slay,"60 Second Assassins by DJ Kay Slay (Ft. Busta Rhymes, Jaz-O, Layzie Bone & Twista)",60 Second Assassins
59012,88,Rick Ross,Comfortable Freestyle by Rick Ross,Comfortable Freestyle
59013,654,Mike Posner,Delta 1406 by Mike Posner,Delta 1406
59014,939,Freddie Gibbs,Neighborhood Hoez by Freddie Gibbs (Ft. 2 Chainz),Neighborhood Hoez
59018,14796,Sharam,She Came Along by Sharam (Ft. Kid Cudi),She Came Along
59019,14797,The Palmer Squares,Here We Go Cypher by The Palmer Squares,Here We Go Cypher
59023,1985,Frank Ocean,Sucka for Love (Alternate Version) by Frank Ocean (Ft. Lonny),Sucka for Love (Alternate Version)
59028,45,Eminem,Shade 45 Freestyle by Eminem,Shade 45 Freestyle
59030,506,Tech N9ne,Kocky by Tech N9ne (Ft. Jay Rock & Kutt Calhoun),Kocky
59032,1319,Meek Mill,In My Bag by Meek Mill,In My Bag
59033,1319,Meek Mill,Black and Yellow by Meek Mill (Ft. Dave Patten),Black and Yellow
59035,2148,Dave Patten,How Good by Dave Patten (Ft. Meek Mill),How Good
59040,1985,Frank Ocean,Disillusioned by Frank Ocean,Disillusioned
59046,12417,A$AP Rocky,"Trilla by A$AP Rocky (Ft. A$AP Illz, A$AP Nast & A$AP Twelvyy)",Trilla
59051,180,Outlawz,Tupac Back (G-Mix) by Outlawz (Ft. Rick Ross),Tupac Back (G-Mix)
59053,685,"Tyler, The Creator","Bring The Hi Hat In by Tyler, The Creator (Ft. Jasper Dolphin)",Bring The Hi Hat In
59055,685,"Tyler, The Creator","Dazed x Amazed by Tyler, The Creator",Dazed x Amazed
59057,685,"Tyler, The Creator","ThisNiggaAintFunnyAtAll by Tyler, The Creator (Ft. Jasper Dolphin, Left Brain & Travis Taco)",ThisNiggaAintFunnyAtAll
59061,158,DJ Khaled,"Blood Money by DJ Khaled (Ft. Ace Hood, Birdman, Brisco & Rick Ross)",Blood Money
59064,310,Wiz Khalifa,"One Spliff by Wiz Khalifa (Ft. Calliko, Malik MD7, Mayhem & S.A.S (Mega))",One Spliff
59067,853,B.o.B,Game Time by B.o.B,Game Time
59068,12497,Kixxie Siete,Raise the Bar Cypher - Kixxie Siete by Kixxie Siete,Raise the Bar Cypher - Kixxie Siete
