,g_song_id,writer_id,writer_name,for_project
12071,7097,108,50 Cent,True
12075,7101,2843,Spider Loc,True
12076,7101,122,Prodigy of Mobb Deep,True
12077,7101,249,Ma$e,True
12078,7101,255,Lloyd Banks,True
12079,7101,108,50 Cent,True
12080,7103,1325,Olivia,True
12081,7103,108,50 Cent,True
12082,7104,411,Lil' Kim,True
12083,7104,108,50 Cent,True
12084,7105,34793,Mike Elizondo,True
12085,7105,59345,Che Pope,True
12086,7105,108,50 Cent,True
12087,7106,21335,Nick Speed,True
12088,7106,108,50 Cent,True
12089,7110,108,50 Cent,True
12090,7122,3707,Big Scoob,True
12091,7122,10747,Bakarii,True
12092,7122,506,Tech N9ne,True
12106,7157,2869,69 Boyz,True
12107,7166,8635,Thrill Da Playa,True
12108,7166,56285,"Jay ""Ski"" McGowan",True
12117,7216,977,Masta Killa,True
12118,7216,4561,Killarmy,True
12125,7263,2908,MoeRoc,True
12126,7263,2907,Ace,True
12129,7302,493716,Michael Bivins,True
12130,7302,682239,Kevin Wales,True
12131,7302,39842,Dallas Austin,True
12132,7317,3722,Km.G,True
12133,7317,5687,Cold 187um,True
12134,7317,59,2Pac,True
12135,7317,2710,Money B,True
12136,7318,3722,Km.G,True
12137,7318,5687,Cold 187um,True
12138,7318,1423,Kokane,True
12139,7318,496,Eazy-E,True
12140,7321,3722,Km.G,True
12141,7321,5687,Cold 187um,True
12153,7333,3722,Km.G,True
12154,7333,5687,Cold 187um,True
12155,7333,123,Dr. Dre,True
12156,7333,496,Eazy-E,True
12157,7333,1436,MC Ren,True
12160,7335,368580,Aaron Schroeder,True
12161,7335,475357,Jerry Ragovoy,True
12162,7355,1423,Kokane,True
12163,7355,3722,Km.G,True
12164,7355,5687,Cold 187um,True
12169,7363,3722,Km.G,True
12170,7363,5687,Cold 187um,True
12178,7567,1337,Afroman,True
12180,7576,507,GZA,True
12181,7576,444,Afu-Ra,True
12184,7718,467,Wyclef Jean,True
12185,7718,103,Big L,True
12186,7718,29767,RedOne,True
12187,7718,157,Akon,True
12188,7719,960590,David Balfour,True
12189,7719,32212,Frank Romano,True
12190,7719,337,T-Pain,True
12191,7719,157,Akon,True
12192,7720,75,Styles P,True
12193,7720,1412061,Tuinfort,True
12194,7720,997846,Giorgio,True
12195,7720,157,Akon,True
12196,7721,3023,Colby O'Donis,True
12197,7721,157,Akon,True
12198,7721,936,Kardinal Offishall,True
12199,7722,922,Bob Marley,True
12200,7722,535,R. Kelly,True
12201,7722,157,Akon,True
12205,7725,337,T-Pain,True
12206,7725,157,Akon,True
12207,7726,1225332,Skip Prokop,True
12208,7726,1412082,S. Crocker,True
12209,7726,1412081,Benny Demus,True
12210,7726,157,Akon,True
12211,7730,1183839,R. Jackson,True
12212,7730,1412057,C. Hampton,True
12213,7730,1412056,H. Banks,True
12214,7730,157,Akon,True
12215,7731,46,Snoop Dogg,True
12216,7731,157,Akon,True
12217,7733,1014770,Neville Staples,True
12218,7733,1014769,Terence Hall,True
12219,7733,1014768,Lynval Golding,True
12220,7733,157,Akon,True
12221,7735,1412055,Bryan Boylai,True
12222,7735,157,Akon,True
12243,7809,1553,The Alchemist,True
12244,7809,255,Lloyd Banks,True
12288,7902,5094,E-Swift,True
12289,7902,642,Tash,True
12290,7902,4751,J-Ro,True
12291,7903,642,Tash,True
12292,7903,5094,E-Swift,True
12293,7903,457,Diamond D,True
12294,7903,4751,J-Ro,True
12295,7904,4751,J-Ro,True
12296,7904,291,Xzibit,True
12297,7904,5094,E-Swift,True
12298,7905,5094,E-Swift,True
12299,7905,642,Tash,True
12300,7905,4751,J-Ro,True
12301,7906,5091,Declaime,True
12302,7906,642,Tash,True
12303,7906,6788,Madlib,True
12304,7906,4751,J-Ro,True
12305,7906,576169,Wild Child,True
12306,7907,5094,E-Swift,True
12307,7907,642,Tash,True
12308,7907,4751,J-Ro,True
12314,7909,642,Tash,True
12315,7909,5094,E-Swift,True
12316,7909,4751,J-Ro,True
12323,7912,5094,E-Swift,True
12324,7912,642,Tash,True
12325,7912,4751,J-Ro,True
12326,7913,5094,E-Swift,True
12327,7913,4751,J-Ro,True
12328,7913,642,Tash,True
12350,7922,5094,E-Swift,True
12351,7922,642,Tash,True
12352,7922,4751,J-Ro,True
12353,7923,4751,J-Ro,True
12354,7923,642,Tash,True
12355,7927,846,Marley Marl,True
12356,7927,5094,E-Swift,True
12357,7927,4751,J-Ro,True
12358,7927,642,Tash,True
12359,7927,32,Ol' Dirty Bastard,True
12360,7928,4751,J-Ro,True
12361,7928,642,Tash,True
12374,7939,4751,J-Ro,True
12375,7939,642,Tash,True
12376,7940,4751,J-Ro,True
12377,7941,3075,Phil Da Agony,True
12378,7941,5094,E-Swift,True
12379,7941,642,Tash,True
12380,7941,4751,J-Ro,True
12381,7942,6788,Madlib,True
12382,7942,8031,Wildchild (Lootpack),True
12383,7942,4751,J-Ro,True
12384,7942,642,Tash,True
12385,7943,4751,J-Ro,True
12386,7943,5094,E-Swift,True
12387,7943,642,Tash,True
12388,7944,5094,E-Swift,True
12389,7944,4751,J-Ro,True
12390,7944,642,Tash,True
12391,7945,3076,WhoRidas,True
12392,7945,642,Tash,True
12393,7945,4751,J-Ro,True
12394,7948,642,Tash,True
12395,7948,5094,E-Swift,True
12396,7948,47733,Mark McGrath,True
12397,7948,56652,DJ Homicide,True
12398,7948,4751,J-Ro,True
12403,7951,4751,J-Ro,True
12404,7951,642,Tash,True
12405,7953,4751,J-Ro,True
12406,7953,642,Tash,True
12407,7953,291,Xzibit,True
12423,7961,4751,J-Ro,True
12424,7961,642,Tash,True
12425,7961,5094,E-Swift,True
12426,7962,642,Tash,True
12427,7962,4751,J-Ro,True
12428,7963,4751,J-Ro,True
12429,7963,642,Tash,True
12430,7963,3083,Shae Fiol,True
12431,7965,642,Tash,True
12432,7965,4751,J-Ro,True
12433,7965,170,Kurupt,True
12434,7966,4751,J-Ro,True
12435,7966,642,Tash,True
12436,7966,291,Xzibit,True
12437,7968,5094,E-Swift,True
12438,7968,4751,J-Ro,True
12439,7968,642,Tash,True
12455,8046,1102442,Bonez Dubb,True
12456,8046,225456,Young Wicked,True
12457,8069,216,AMG,True
12458,8072,27820,Ty Fyffe,True
12459,8072,901,Amil,True
12460,8072,195,Memphis Bleek,True
12461,8072,119,Beanie Sigel,True
12462,8072,2,JAY-Z,True
12463,8077,80797,Chavon Henry,True
12464,8077,80798,Sean Lashley,True
12465,8077,2,JAY-Z,True
12466,8077,901,Amil,True
12467,8078,2,JAY-Z,True
12468,8078,901,Amil,True
12469,8078,498,Beyoncé,True
12470,8081,34274,EZ Elpee,True
12471,8081,48658,Jay Garfield,True
12472,8081,901,Amil,True
12473,8081,2954,Carl Thomas,True
12477,8125,1678,Angie Martinez,True
12478,8125,46,Snoop Dogg,True
12479,8126,467,Wyclef Jean,True
12480,8126,148541,Elvis Crespo,True
12481,8126,1678,Angie Martinez,True
12485,8138,3136,Peter Gunz,True
12486,8138,3135,Lord Tariq,True
12494,8217,267,Q-Tip,True
12495,8217,2709,Apache,True
12504,8257,1836,Louis Logic,True
12505,8257,466,Apathy,True
12506,8260,466,Apathy,True
12507,8260,3171,Rise,True
12563,8364,213153,Aerle Taree,True
12564,8364,10569,Speech,True
12568,8396,5771,El Da Sensei,True
12569,8396,1349,Tame One,True
12570,8396,338,Busta Rhymes,True
12578,8427,119,Beanie Sigel,True
12579,8427,544871,R. City,True
12580,8427,50841,David Appleton,True
12581,8427,49152,Oren Yoel,True
12582,8427,453,Asher Roth,True
12583,8428,306,Slick Rick,True
12584,8428,16678,Nottz,True
12585,8428,453,Asher Roth,True
12626,8491,1839,Slug,True
12630,8495,1839,Slug,True
12640,8547,1839,Slug,True
12641,8548,1839,Slug,True
12642,8549,1839,Slug,True
12643,8550,1839,Slug,True
12645,8552,1839,Slug,True
12646,8553,1839,Slug,True
12647,8554,1839,Slug,True
12648,8556,1839,Slug,True
12651,8558,1839,Slug,True
12653,8560,1839,Slug,True
12654,8562,1409425,D. Turner,True
12671,8572,1409426,M. Sa'd,True
12672,8572,1839,Slug,True
12676,8596,9911,Grandmaster Melle Mel,True
12677,8596,1839,Slug,True
12680,8605,385,Atmosphere,True
12681,8605,1839,Slug,True
12682,8613,1839,Slug,True
12683,8615,1839,Slug,True
12685,8696,33269,Mike Risko,True
12686,8696,32938,Baby Paul,True
12687,8696,81,AZ,True
12688,8696,56,Nas,True
12695,8758,57992,Darryl Young,True
12696,8758,57993,Kenny Kornegay,True
12697,8758,535,R. Kelly,True
12698,8758,81,AZ,True
12701,8766,32978,Darren Lighty,True
12702,8766,32977,DJ Eddie F,True
12703,8766,220229,Joe,True
12704,8766,81,AZ,True
12705,8766,56,Nas,True
12715,8776,27765,Salaam Remi,True
12716,8776,56,Nas,True
12717,8776,81,AZ,True
12739,8916,10989,Wildstyle,True
12740,8916,338,Busta Rhymes,True
12747,8919,224,J Dilla,True
12748,8919,3326,Meka,True
12749,8919,338,Busta Rhymes,True
12760,8925,33267,Megahertz,True
12761,8925,338,Busta Rhymes,True
12762,8926,224,J Dilla,True
12763,8926,338,Busta Rhymes,True
12775,8931,338,Busta Rhymes,True
12776,8931,224,J Dilla,True
12838,8959,42117,Rashad Smith,True
12839,8959,1176099,Devone Vines,True
12840,8959,1176098,Carman Moore,True
12841,8959,52387,Black Jeruz,True
12842,8959,338,Busta Rhymes,True
12843,8959,29222,Sha Money XL,True
12844,8959,1602,Stevie Wonder,True
12845,8960,884,Demarco,True
12846,8960,338,Busta Rhymes,True
12847,8960,1017155,Jelly Roll (Big Baby),True
12851,8962,338,Busta Rhymes,True
12852,8962,3608,Erick Sermon,True
12853,8962,76,Raekwon,True
12884,8970,42463,Thomas Bangalter,True
12885,8970,338,Busta Rhymes,True
12886,8970,184,Swizz Beatz,True
12887,8970,31634,Guy-Manuel de Homem-Christo,True
12892,8973,338,Busta Rhymes,True
12893,8973,509,Mr. Porter,True
12932,8989,479265,Dolemite,True
12933,8989,2213,Flipmode Squad,True
12934,8990,5839,Easy Mo Bee,True
12935,8990,338,Busta Rhymes,True
12941,8992,27814,DJ Scratch,True
12942,8992,338,Busta Rhymes,True
12943,8992,3342,Lord Have Mercy,True
12944,8993,1602,Stevie Wonder,True
12945,8993,27816,Rockwilder,True
12946,8993,909,Erykah Badu,True
12947,8993,338,Busta Rhymes,True
12948,8994,338,Busta Rhymes,True
12949,8995,224,J Dilla,True
12950,8995,338,Busta Rhymes,True
12951,8996,6708,"Deric ""D-Dot"" Angelettie",True
12952,8996,338,Busta Rhymes,True
12953,8997,41180,Larry Smith,True
12954,8997,27814,DJ Scratch,True
12955,8997,574,Jimmy Spicer,True
12956,8997,2724,Russell Simmons,True
12957,8997,338,Busta Rhymes,True
12958,8998,9152,Baby Sham,True
12959,8998,1110,Rampage,True
12960,8998,1586,Rah Digga,True
12961,8998,3325,Spliff Star,True
12962,8998,3342,Lord Have Mercy,True
12963,8998,338,Busta Rhymes,True
12966,9000,50765,Darrell Allamby,True
12967,9000,338,Busta Rhymes,True
12968,9000,87860,Antoinette Roberson,True
12970,9002,338,Busta Rhymes,True
12971,9003,1610,Al Green,True
12972,9003,338,Busta Rhymes,True
12973,9004,184,Swizz Beatz,True
12974,9004,338,Busta Rhymes,True
12975,9005,50765,Darrell Allamby,True
12976,9005,190,Mystikal,True
12977,9005,338,Busta Rhymes,True
12978,9006,338,Busta Rhymes,True
12979,9007,338,Busta Rhymes,True
12980,9007,184,Swizz Beatz,True
12981,9008,27816,Rockwilder,True
12982,9008,338,Busta Rhymes,True
12983,9009,647131,Haas G,True
12984,9009,338,Busta Rhymes,True
12985,9010,27814,DJ Scratch,True
12986,9010,338,Busta Rhymes,True
12987,9011,338,Busta Rhymes,True
12988,9011,1423,Kokane,True
12989,9011,25044,DJ Battlecat,True
12990,9012,27814,DJ Scratch,True
12991,9012,338,Busta Rhymes,True
12996,9015,338,Busta Rhymes,True
12997,9015,34793,Mike Elizondo,True
12998,9015,2470,Mel-Man,True
12999,9016,338,Busta Rhymes,True
13000,9016,16678,Nottz,True
13001,9017,338,Busta Rhymes,True
13002,9017,1586,Rah Digga,True
13003,9017,864,Curtis Mayfield,True
13004,9017,9691,Yogi (hip-hop producer),True
13007,9019,338,Busta Rhymes,True
13008,9019,123,Dr. Dre,True
13009,9019,34793,Mike Elizondo,True
13010,9019,641975,Camara Kambon,True
13011,9020,348754,Bill Ward,True
13012,9020,381127,Tony Iommi,True
13013,9020,381444,Geezer Butler,True
13014,9020,3347,Ozzy Osbourne,True
13015,9020,338,Busta Rhymes,True
13018,9022,338,Busta Rhymes,True
13019,9022,1110,Rampage,True
13020,9022,1586,Rah Digga,True
13021,9022,3325,Spliff Star,True
13022,9022,9152,Baby Sham,True
13023,9022,1954,Just Blaze,True
13024,9023,211,Red Cafe,True
13025,9023,16678,Nottz,True
13026,9023,82,Puff Daddy,True
13027,9023,338,Busta Rhymes,True
13028,9024,338,Busta Rhymes,True
13029,9024,358,Mary J. Blige,True
13030,9024,998524,Michael Angelo Saulsberry,True
13031,9025,224,J Dilla,True
13032,9025,338,Busta Rhymes,True
13033,9026,110,Pharrell Williams,True
13034,9026,26832,Chad Hugo,True
13035,9026,338,Busta Rhymes,True
13036,9027,34793,Mike Elizondo,True
13037,9027,10233,Scott Storch,True
13038,9027,123,Dr. Dre,True
13039,9027,338,Busta Rhymes,True
13040,9028,1954,Just Blaze,True
13041,9028,338,Busta Rhymes,True
13042,9029,338,Busta Rhymes,True
13043,9029,26832,Chad Hugo,True
13044,9029,110,Pharrell Williams,True
13045,9030,338,Busta Rhymes,True
13046,9030,998524,Michael Angelo Saulsberry,True
13052,9036,4,Lil Wayne,True
13053,9036,42,The Game,True
13054,9036,56,Nas,True
13055,9036,202,Big Daddy Kane,True
13056,9036,3325,Spliff Star,True
13057,9036,3350,Reek Da Villian,True
13058,9040,44415,Dr. Seuss,True
13059,9040,338,Busta Rhymes,True
13060,9040,560022,Albert Hague,True
13061,9042,338,Busta Rhymes,True
13068,9048,211,Red Cafe,True
13069,9048,338,Busta Rhymes,True
13070,9048,26832,Chad Hugo,True
13071,9048,110,Pharrell Williams,True
13072,9049,338,Busta Rhymes,True
13073,9049,457,Diamond D,True
13074,9049,71122,Ray Parker Jr.,True
13077,9052,338,Busta Rhymes,True
13099,9075,86,Birdman,True
13100,9075,4,Lil Wayne,True
13117,9110,86,Birdman,True
13118,9110,4,Lil Wayne,True
13119,9116,1617,Baby Bash,True
13120,9116,337,T-Pain,True
13121,9116,3387,Mickaël,True
13122,9117,56677,Justin Trugman,True
13123,9117,1653,Ryan Tedder,True
13124,9117,1104997,Angel Noa,True
13125,9117,671618,"Erick ""Jesus"" Coomes",True
13126,9117,3386,Paula DeAnda,True
13127,9117,1038613,Ronald Bryant,True
13128,9129,8400,The Isley Brothers,True
13137,9143,7612,Happy Perez,True
13138,9143,977894,Stewart Magee,True
13139,9143,1038614,Francisco Bautista,True
13140,9143,1038613,Ronald Bryant,True
13141,9146,1617,Baby Bash,True
13142,9146,651,Mac Dre,True
13143,9146,983981,Jay Tee,True
13144,9146,159156,Miami the Most,True
13145,9147,157,Akon,True
13146,9147,999768,Ronnie Bryant,True
13156,9192,170,Kurupt,True
13157,9192,25044,DJ Battlecat,True
13158,9192,2609,Bad Azz,True
13159,9192,46,Snoop Dogg,True
13163,9197,2609,Bad Azz,True
13164,9197,46,Snoop Dogg,True
13165,9197,49106,W. Angelo,True
13166,9197,49107,Big Hollis,True
13185,9220,58291,JaBorn Jamal,True
13186,9220,909,Erykah Badu,True
13194,9223,909,Erykah Badu,True
13195,9223,30633,Richard Nichols,True
13196,9223,30631,James Poyser,True
13197,9223,244,The Roots,True
13198,9224,909,Erykah Badu,True
13199,9224,144365,Eddie Kendricks,True
13200,9224,554561,Garry Glenn,True
13201,9224,29036,Karriem Riggins,True
13202,9225,1601,Paul McCartney,True
13203,9225,42847,Shafiq Husayn,True
13204,9225,23775,Ta'Raach,True
13205,9225,909,Erykah Badu,True
13206,9226,992669,David Sancious,True
13207,9226,909,Erykah Badu,True
13208,9226,42847,Shafiq Husayn,True
13209,9227,224,J Dilla,True
13210,9227,985799,Ira Raibon,True
13211,9227,909,Erykah Badu,True
13212,9228,177,Bilal,True
13213,9228,4,Lil Wayne,True
13214,9228,909,Erykah Badu,True
13215,9229,1044699,Ndugu & The Chocolate Jam Company,True
13216,9229,6788,Madlib,True
13217,9229,909,Erykah Badu,True
13218,9230,909,Erykah Badu,True
13219,9230,1112942,Waldo Benzworth,True
13220,9230,41748,RC Williams,True
13221,9230,8135,Jah-Born,True
13234,9234,909,Erykah Badu,True
13239,9241,909,Erykah Badu,True
13240,9241,1021,Phonte,True
13241,9241,2902,Rapper Big Pooh,True
13242,9241,2194,9th Wonder,True
13243,9241,978287,Fritz Baskett,True
13244,9241,998227,David Shields,True
13245,9241,40138,Clarence McDonald,True
13246,9248,3455,Ant Banks,True
13247,9248,191,Too $hort,True
13248,9248,529,Spice 1,True
13262,9259,3463,Dionne Jackson,True
13263,9259,3464,Dolla Will,True
13264,9259,3465,Vidal Prevost,True
13265,9259,3462,Captain Save'm,True
13266,9259,191,Too $hort,True
13267,9259,3455,Ant Banks,True
13268,9260,191,Too $hort,True
13269,9260,3470,MC Breed,True
13270,9260,3455,Ant Banks,True
13271,9260,59,2Pac,True
13275,9263,28316,Shorty B,True
13276,9263,6252,Pee Wee,True
13277,9263,1436,MC Ren,True
13278,9263,496,Eazy-E,True
13279,9263,123,Dr. Dre,True
13280,9263,3455,Ant Banks,True
13282,9288,50770,Shamello,True
13283,9288,1119123,"Eric ""Vietnam"" Sadler",True
13284,9288,29736,Eric Sadler,True
13285,9288,55449,Keith Shocklee,True
13286,9288,63498,Paul Stewart,True
13287,9288,1068231,Roney Hooks,True
13308,9300,229,Redman,True
13309,9300,119,Beanie Sigel,True
13314,9304,119,Beanie Sigel,True
13315,9305,170,Kurupt,True
13316,9305,119,Beanie Sigel,True
13317,9306,119,Beanie Sigel,True
13335,9319,119,Beanie Sigel,True
13336,9330,119,Beanie Sigel,True
13337,9330,250,Freeway,True
13344,9336,119,Beanie Sigel,True
13345,9337,27438,Bink!,True
13346,9337,2,JAY-Z,True
13347,9337,119,Beanie Sigel,True
13348,9338,2,JAY-Z,True
13349,9338,901,Amil,True
13350,9338,119,Beanie Sigel,True
13351,9339,119,Beanie Sigel,True
13352,9340,458,Eve,True
13353,9340,119,Beanie Sigel,True
13354,9342,72,Kanye West,True
13355,9342,119,Beanie Sigel,True
13360,9346,1954,Just Blaze,True
13361,9346,195,Memphis Bleek,True
13362,9346,119,Beanie Sigel,True
13363,9347,329,Beastie Boys,True
13365,9349,329,Beastie Boys,True
13369,9352,31309,Dust Brothers,True
13370,9352,329,Beastie Boys,True
13371,9354,31309,Dust Brothers,True
13372,9354,329,Beastie Boys,True
13377,9357,329,Beastie Boys,True
13380,9359,31309,Dust Brothers,True
13381,9359,329,Beastie Boys,True
13382,9360,31309,Dust Brothers,True
13383,9360,329,Beastie Boys,True
13384,9361,31309,Dust Brothers,True
13385,9361,329,Beastie Boys,True
13386,9362,31309,Dust Brothers,True
13387,9362,329,Beastie Boys,True
13388,9363,109644,Mike D,True
13389,9363,31309,Dust Brothers,True
13390,9363,21576,Ad-Rock,True
13391,9363,742310,Adam Yauch,True
13400,9366,329,Beastie Boys,True
13401,9366,10929,Money Mark,True
13404,9368,329,Beastie Boys,True
13405,9369,329,Beastie Boys,True
13414,9374,329,Beastie Boys,True
13415,9375,19504,Sly and the Family Stone,True
13416,9376,329,Beastie Boys,True
13422,9381,329,Beastie Boys,True
13431,9386,329,Beastie Boys,True
13433,9388,329,Beastie Boys,True
13435,9390,329,Beastie Boys,True
13436,9391,22921,Mario Caldato Jr.,True
13437,9391,329,Beastie Boys,True
13442,9394,22921,Mario Caldato Jr.,True
13443,9394,329,Beastie Boys,True
13448,9397,742310,Adam Yauch,True
13449,9397,21576,Ad-Rock,True
13450,9397,109644,Mike D,True
13451,9398,329,Beastie Boys,True
13452,9399,10929,Money Mark,True
13453,9399,22921,Mario Caldato Jr.,True
13454,9399,329,Beastie Boys,True
13464,9405,27794,Rick Rubin,True
13465,9405,21576,Ad-Rock,True
13466,9405,109644,Mike D,True
13467,9405,742310,Adam Yauch,True
13500,9417,329,Beastie Boys,True
13501,9418,329,Beastie Boys,True
13502,9419,329,Beastie Boys,True
13505,9422,329,Beastie Boys,True
13506,9424,329,Beastie Boys,True
13508,9426,329,Beastie Boys,True
13513,9431,329,Beastie Boys,True
13515,9433,329,Beastie Boys,True
13516,9435,742310,Adam Yauch,True
13517,9435,109644,Mike D,True
13518,9435,21576,Ad-Rock,True
13519,9436,329,Beastie Boys,True
13520,9437,329,Beastie Boys,True
13521,9438,329,Beastie Boys,True
13523,9440,329,Beastie Boys,True
13524,9441,329,Beastie Boys,True
13525,9442,329,Beastie Boys,True
13526,9445,329,Beastie Boys,True
13530,9480,332704,Juju (Beatnuts),True
13531,9480,228,Method Man,True
13532,9480,3048,Psycho Les,True
13533,9480,480,The Beatnuts,True
13539,9539,1362,Belly,True
13540,9542,3,Fabolous,True
13541,9542,1362,Belly,True
13553,9604,1819,B.G. (Baby Gangsta),True
13554,9605,1819,B.G. (Baby Gangsta),True
13555,9606,86,Birdman,True
13556,9606,146,Mannie Fresh,True
13557,9606,1819,B.G. (Baby Gangsta),True
13558,9607,1819,B.G. (Baby Gangsta),True
13559,9611,1819,B.G. (Baby Gangsta),True
13560,9611,4,Lil Wayne,True
13561,9611,38,Juvenile,True
13565,9638,146,Mannie Fresh,True
13566,9638,1819,B.G. (Baby Gangsta),True
13567,9643,38,Juvenile,True
13568,9643,3558,Turk,True
13569,9643,86,Birdman,True
13570,9643,146,Mannie Fresh,True
13571,9643,4,Lil Wayne,True
13572,9643,1819,B.G. (Baby Gangsta),True
13583,9672,1008476,Christopher Dorsey,True
13584,9672,1819,B.G. (Baby Gangsta),True
13585,9677,1819,B.G. (Baby Gangsta),True
13586,9677,1008476,Christopher Dorsey,True
13587,9677,74865,Mr.Collipark,True
13588,9677,4261,Clinton Sparks,True
13595,9700,495,B.G. Knocc Out,True
13596,9700,494,Dresta,True
13597,9702,495,B.G. Knocc Out,True
13598,9702,494,Dresta,True
13599,9704,494,Dresta,True
13600,9704,495,B.G. Knocc Out,True
13601,9705,494,Dresta,True
13602,9705,495,B.G. Knocc Out,True
13607,9708,494,Dresta,True
13608,9708,495,B.G. Knocc Out,True
13637,9777,3603,Lady Luck,True
13642,9779,3604,Spade,True
13643,9779,119,Beanie Sigel,True
13673,9799,103,Big L,True
13674,9800,103,Big L,True
13675,9802,103,Big L,True
13713,9829,103,Big L,True
13714,9829,140567,Mike Heron,True
13715,9829,855664,Gail Ferrell,True
13716,9829,32931,"Bobby ""Bobcat"" Ervin",True
13719,9831,103,Big L,True
13720,9831,2260,DJ Premier,True
13721,9832,103,Big L,True
13722,9832,202,Big Daddy Kane,True
13723,9832,2260,DJ Premier,True
13724,9833,103,Big L,True
13725,9833,83,Fat Joe,True
13726,9833,2274,Remy Ma,True
13727,9833,2992,O.C.,True
13728,9833,10348,Show,True
13729,9834,103,Big L,True
13730,9835,103,Big L,True
13731,9838,103,Big L,True
13735,9857,42324,Mike B.,True
13736,9857,431037,James Mtume,True
13737,9857,3623,Big Mike,True
13738,9904,122,Prodigy of Mobb Deep,True
13739,9904,3646,Big Noyd,True
13740,9904,251,Mobb Deep,True
13741,9904,1555,Havoc,True
13747,9909,3646,Big Noyd,True
13748,9909,1555,Havoc,True
13749,9909,251,Mobb Deep,True
13750,9909,122,Prodigy of Mobb Deep,True
13751,9910,122,Prodigy of Mobb Deep,True
13752,9910,1555,Havoc,True
13753,9910,251,Mobb Deep,True
13754,9910,3646,Big Noyd,True
13763,9969,403,N.O.R.E.,True
13764,9969,161,Big Pun,True
13777,9979,7661,Younglord,True
13778,9979,161,Big Pun,True
13794,9988,42117,Rashad Smith,True
13795,9988,27520,K-Cut,True
13796,9988,161,Big Pun,True
13834,10000,53278,Tom Scott,True
13835,10000,27507,Knobody,True
13836,10000,161,Big Pun,True
13837,10001,161,Big Pun,True
13838,10001,1954,Just Blaze,True
13839,10001,713745,DeShawn Barzey,True
13840,10002,161,Big Pun,True
13841,10002,713744,Mark Richardson,True
13842,10002,34708,Malcolm McLaren,True
13843,10002,35496,Anne Dudley,True
13844,10002,6014,Billy Danze,True
13845,10002,9161,Lil' Fame,True
13846,10004,161,Big Pun,True
13847,10004,7661,Younglord,True
13854,10085,146,Mannie Fresh,True
13855,10085,86,Birdman,True
13856,10089,65224,"Ronald ""Slim"" Williams",True
13857,10089,86,Birdman,True
13858,10089,146,Mannie Fresh,True
13859,10089,38,Juvenile,True
13860,10089,4,Lil Wayne,True
13861,10090,18,Big Tymers,True
13862,10096,146,Mannie Fresh,True
13863,10096,4,Lil Wayne,True
13864,10096,86,Birdman,True
13879,10152,202,Big Daddy Kane,True
13880,10153,202,Big Daddy Kane,True
13881,10153,5839,Easy Mo Bee,True
13882,10154,202,Big Daddy Kane,True
13883,10154,3706,Scrap Lover,True
13884,10154,3705,Scoob Lover,True
13885,10155,202,Big Daddy Kane,True
13886,10155,846,Marley Marl,True
13902,10164,202,Big Daddy Kane,True
13903,10164,3705,Scoob Lover,True
13908,10167,202,Big Daddy Kane,True
13909,10167,35326,LG Experience,True
13910,10168,202,Big Daddy Kane,True
13911,10169,202,Big Daddy Kane,True
13912,10170,202,Big Daddy Kane,True
13913,10170,5839,Easy Mo Bee,True
13914,10171,202,Big Daddy Kane,True
13915,10171,8725,Dwayne “The Rock” Johnson,True
13967,10205,202,Big Daddy Kane,True
13968,10205,5839,Easy Mo Bee,True
13969,10209,5347,Roger Troutman,True
13970,10209,660,Prince,True
13971,10209,202,Big Daddy Kane,True
13972,10211,307,RZA,True
13973,10211,2885,Suga Bang Bang,True
13974,10211,202,Big Daddy Kane,True
13975,10211,507,GZA,True
13976,10212,202,Big Daddy Kane,True
14001,10224,202,Big Daddy Kane,True
14002,10224,897009,Barbara Weathers,True
14005,10226,202,Big Daddy Kane,True
14011,10230,202,Big Daddy Kane,True
14012,10231,202,Big Daddy Kane,True
14013,10232,202,Big Daddy Kane,True
14016,10234,202,Big Daddy Kane,True
14017,10234,5839,Easy Mo Bee,True
14019,10236,202,Big Daddy Kane,True
14022,10239,202,Big Daddy Kane,True
14023,10239,3724,Sha-Queen,True
14024,10239,3723,A.B. Money,True
14025,10239,35326,LG Experience,True
14031,10342,1607,Juice,True
14032,10342,19244,Malachi,True
14033,10342,140455,O Type Star,True
14034,10342,38766,Texture,True
14035,10342,140456,Lacks,True
14036,10342,327,Elzhi,True
14037,10342,37318,Senim Silla,True
14038,10342,1644,One Be Lo,True
14040,10362,1333,Proof,True
14041,10362,1366,Kuniva,True
14042,10362,509,Mr. Porter,True
14043,10362,1968,Swifty McVay,True
14044,10362,1043,Bizarre,True
14046,10372,26362,Biz Markie,True
14051,10378,134157,Az Izz,True
14052,10378,7613,Pacewon,True
14053,10378,4331,Young Zee,True
14054,10378,1043,Bizarre,True
14056,10380,26362,Biz Markie,True
14059,10383,26362,Biz Markie,True
14061,10385,26362,Biz Markie,True
14065,10387,26362,Biz Markie,True
14066,10388,26362,Biz Markie,True
14067,10388,202,Big Daddy Kane,True
14068,10389,26362,Biz Markie,True
14072,10391,846,Marley Marl,True
14073,10391,202,Big Daddy Kane,True
14088,10402,26362,Biz Markie,True
14090,10404,26362,Biz Markie,True
14091,10405,26362,Biz Markie,True
14094,10409,26362,Biz Markie,True
14095,10409,31778,Black Indian,True
14096,10410,26362,Biz Markie,True
14097,10411,26362,Biz Markie,True
14099,10413,26362,Biz Markie,True
14100,10414,419133,Richard Finch,True
